Date,ES/WEC,BAC/PNC,MLM/VMC,CFG/RF,C/USB,MA/V,FITB/PNC,NWSA/NWS,MCO/SPGI,BAC/MET,EQR/ESS,CFG/TFC
2022-02-24,-0.005426119251843361,-0.0,0.0012076665888853654,-0.0,-0.0,0.0,0.010086527071187738,0.0,0.009782120160102735,-0.0004938700022442399,-0.0021403701575866234,-0.004754893993553326
2022-02-25,0.0027384093456088617,-0.0,0.0001412473449905749,-0.0,-0.0,-0.0,-0.007974709760953581,0.0,-0.007306899981286565,-0.0013395669930216375,-0.005537884606072921,0.03532764212781128
2022-02-28,-0.000438329030709691,-0.0,0.003642458570485658,-0.0,-0.0,-0.0,-0.014798333105549424,-0.0,-0.008342682932594828,-0.004112516989082217,-0.00028415120642619196,-0.005656196134077522
2022-03-01,-8.486721976845926e-05,0.0,-0.011090193738111306,0.0,0.0,-0.0,-0.00014066811825413916,0.0,0.037269554824359286,0.005392001835004448,0.015546062898090008,-0.015442463977011989
2022-03-02,-0.0018119059129617504,-0.0,-0.002913815419136767,-0.0,-0.0,0.0,0.00462403543747017,-0.0,-0.002,-0.012837165668954664,-0.002,0.014971382591801974
2022-03-03,0.013674634910044003,-0.0,-0.005288043971486103,-0.0,-0.0,-0.0,-0.017857682352869615,0.0,-0.0,-0.012937270156517598,0.0,0.006971894386162102
2022-03-04,0.007055647376200836,-0.0,0.0005670533043534167,-0.0,-0.0029053869859170644,0.0,-0.003452080931597573,0.0,-0.0,0.0010942019272535478,-0.0,-0.002
2022-03-07,-0.00011788256976650972,-0.0,-0.009561555231435703,0.0,0.017232936031994883,0.0,0.01950729103344854,-0.0,0.01761790098050272,-0.03516680292978942,-0.0,0.0
2022-03-08,-0.003630751781925302,-0.010441450632504453,0.003524219531033216,-0.0,-0.014859711617505163,-0.0,0.01940462893089797,0.0,-0.008535570433405297,0.006654315348553015,-0.0,-0.0
2022-03-09,0.0037302567243718415,0.03560071665661442,0.007722602379837906,0.0,-0.0015913891594981529,-0.0,-0.031270920287210596,-0.0,0.020677499650095063,0.02381951413942899,0.0,0.0
2022-03-10,-0.007855113467269127,-0.00011777021572483524,-0.003365173973837291,0.0,0.006186202115817576,-0.0,-0.005496140216955499,0.0,-0.0069272287223101706,-0.006665964862286544,-0.0,0.0
2022-03-11,-0.009605337830508948,0.005813290311354776,-0.0001885893283628288,-0.0,-0.007403783753675875,0.0,-0.007150445996829638,-0.0,-0.022886729390288067,-0.007197660453624014,0.0,0.0
2022-03-14,-0.0062486676717117195,0.015197365303591693,0.005930329669696061,0.0,-0.02069695083078296,-0.0,-0.033400512581783615,0.0,-0.0034551000147490926,0.014031384568183907,0.0,0.0
2022-03-15,0.003118954585369484,-0.002,0.01572994607007331,-0.0,0.008608351319619349,-0.0,0.013303746308767973,0.0,-0.009018747019782114,-0.0020628780271838825,0.0,0.0026898436158163215
2022-03-16,-0.0017656022036516455,-0.0,-0.0014565896504505939,0.0,-0.0004233964622934218,-0.0,0.007866292502998147,-0.0,0.01399393733652377,-0.0010055641418429337,-0.0,0.005690036079839325
2022-03-17,-0.009232668659531252,0.0,0.001937739607460763,-0.0,0.002682634608866045,-0.0,0.020063580489952527,0.0,-0.0039575203154495996,-0.0038525452200209084,0.0,-0.007954636439934947
2022-03-18,0.0012571260200917086,-0.0,-0.004143512001532942,0.0,0.0029581200857732503,-0.0,0.0006751919180084025,0.0,0.01113854198828226,-0.006966860906342668,-0.0,0.0034179299634194303
2022-03-21,0.0027235133222392825,-0.0,0.0003718565827607184,0.0,-0.0005524544491950917,-0.003615420916847077,0.004966490129195472,0.0,-0.0009076064296857644,-0.00588385931248592,0.0,0.004849194042019839
2022-03-22,-0.00048713766275165467,0.0,-0.00566760006551423,-0.0,-0.004615574329843025,0.003512482581231666,0.006239159321653552,0.0,-0.010222233086015605,0.009369159169959743,-0.0,0.0072647655614163816
2022-03-23,0.004581384570951078,-0.0,-0.010939398081412359,-0.0,-0.0015124502175605202,-0.000325577716033313,0.008834383343897599,-0.0,0.005799615694476717,-0.012595852321182516,-0.0,0.002042665726090853
2022-03-24,-0.0025611113012997677,-0.0,0.0027967677755167605,0.0,-0.001981075967321986,0.006176575300796504,-0.0001804082694088229,-0.0,0.0055631538850304625,-0.011070518129824056,0.0,0.003633229020131138
2022-03-25,5.501564947649369e-05,-0.0,0.0008651383470308048,-0.0,-0.01139179673785342,-0.0070920946290569465,-0.00022268611216800724,-0.0,-0.010855928481292729,0.00025632852304066124,0.0,-0.002
2022-03-28,-0.00041322742872907953,0.0,0.008784730479827755,-0.005741867204049398,-0.008062863441620929,-0.008539255323368971,0.010163632238802194,0.0,0.013308863807545913,-0.0039897441036920635,0.0,-0.0
2022-03-29,0.0024811564731087752,0.0,0.009035051900713183,0.011288894972883795,0.0072473058355597576,0.008364406789862298,-0.011327797379438412,0.0,0.004444417343257089,-0.0056268703915086146,-0.0,-0.0
2022-03-30,-0.0009033935663652782,0.0,-0.002,-0.013895334331261028,-0.007047545254495448,0.007508981477153332,0.014272458416283926,-0.0,-0.007368405044682261,-0.011792491702696837,0.0,0.0
2022-03-31,-0.0004976118663968954,-0.0,0.0,-0.014969799559834341,0.004813506287770421,-0.0018101156429086215,-0.002,-0.0,0.018147108319601937,-0.02398213401803555,-0.0,0.0
2022-04-01,0.005960819953982583,0.0,-0.0,0.009782818270079575,-0.015990432265776733,-0.006225288097016522,-0.0,0.0,-0.002,-0.010798739358164113,0.0,0.0
2022-04-04,-0.001969831376563951,-0.0,0.0,-0.01458884020993434,0.013040524097832917,0.0007771068822519022,-0.0,0.0,-0.0,0.010088122358458202,-0.0,-0.0
2022-04-05,-0.0009137524536698381,-0.0,-0.0,-0.004940111829808522,-0.02917903695804829,-0.0011372407034720335,-0.0,-0.0,0.0,-0.022138849854428926,-0.0,-0.0
2022-04-06,0.0028449964696238735,-0.0,0.0,0.0005952096564299202,-0.02005633574952679,0.010786237797115475,0.0,-0.0,-0.0,-0.011845742195623652,0.0,-0.0
2022-04-07,0.0002809610516817586,-0.0,0.0,0.008654826627343543,-0.0032824339984903056,0.005726890507923455,-0.0,0.0,-0.0,-0.000677273999397373,-0.0,0.0
2022-04-08,-0.0020258569994535775,-0.0,0.0,-0.01132774757040737,0.022522821076430888,0.0031684711967799577,-0.0,0.0,0.0,-0.007460398710650093,0.0,0.0
2022-04-11,-0.0005047456590043737,0.0,-0.0,-0.018405346139391987,0.002684245698363095,-0.0016541772669393662,0.0,-0.0,-0.0,-0.0016098904160586262,-0.0,0.0
2022-04-12,0.004582619997838891,0.0,-0.0,-0.007364179684880281,0.011662706557475228,0.014270803458359693,-0.0,-0.0,0.0,-0.004926682950961965,-0.0,0.0
2022-04-13,0.007596948186576254,-0.0,-0.0,0.002895160066221397,-4.868766106097067e-05,-0.002,0.0,-0.0,0.0,-0.012941579054992793,-0.0,0.0
2022-04-14,-0.002,-0.0,0.0,0.0005977109124156079,-0.021217685199886246,0.0,0.0,0.0,0.0,-0.03531968784806373,0.0,-0.0
2022-04-18,-0.0,0.027533015552683643,-0.0,-0.00013130000461323947,0.026221923088340503,-0.0,-0.0,0.0,-0.0,0.025504938778208766,-0.0,-0.0
2022-04-19,-0.0,0.006296584558364798,-0.0,0.031118018825791807,0.009204300371068336,0.0,0.0,-0.0,0.0,0.010164579434769163,0.0,0.0
2022-04-20,0.0,-0.005979439720805229,-0.0,-0.006625496339418481,0.0005018209401205526,-0.0,-0.0,0.0,-0.0,-0.005725214704823966,-0.0,0.006215471104374681
2022-04-21,-0.0,-0.008387728720747879,-0.0,-0.010254449775652309,-0.001896267757151425,0.0,-0.0,-0.0,0.0,-0.00760883358008493,-0.0,0.017595493358369543
2022-04-22,0.0,-0.012400922140602285,0.0,-0.020314745394751938,0.004582322017800955,0.0,-0.0,0.0,0.0,-0.0077876260568751805,-0.0,-0.00414794156269422
2022-04-25,-0.0,-0.003187848760732378,-0.0,-0.014275550881658236,-0.0021312932471269793,-0.0,0.0,-0.0,0.0,-0.0005566521877098203,0.0,0.0024954673619124595
2022-04-26,-0.0,-0.006282057294799297,0.0,-0.01533726312351021,-0.0032802638153337452,0.0,-0.0,0.0,-0.0,0.01063813139216746,-0.0,0.03358073405626903
2022-04-27,0.0,-0.010799508047874301,-0.0,-0.01806091968640424,-0.005566642088092837,0.02346756562111757,0.0,0.0,-0.0,-0.008092502757606198,-0.0,-0.002
2022-04-28,0.0,0.01179739561005937,-0.0,0.011543105831716551,0.0011968410878431873,-0.010598678075668999,0.0,0.0,0.0,0.002906872474813006,-0.011548841879108552,0.0
2022-04-29,-0.0,-0.0037620220389012853,0.0,0.006178705258034045,0.0004572716699270292,0.00011968194916353592,-0.0,-0.0039032606506239614,-0.0,-0.001059902533832209,-0.0077775584326702715,0.0
2022-05-02,-0.0,0.004799058611947085,0.0,-0.005931139566478821,0.0049499791676824835,0.0030041847552890084,-0.0,0.003341007896707625,-0.0,0.006099943630662732,0.01169898794516869,0.004534013361838061
2022-05-03,0.005879640077558037,0.015354465288571439,-0.0,-0.0030845158813569834,0.01676682762668534,-0.013420898109315956,0.0,-0.0026742580952813905,0.0,0.019783431688667898,-0.005966766057044081,-0.0008766576307775893
2022-05-04,0.0020705597740943334,0.01739659800041854,-0.0,0.009955138732801756,-0.002,0.0041441472038801705,0.0,-0.0035032499196645875,0.0,0.015546282378602668,-0.0035247659479844275,-0.001191448024132069
2022-05-05,0.018644001245973672,-0.002,-0.0,0.004983831435415347,0.0,-0.010902362838543088,-0.0,-0.007950929712587804,0.0,-0.016893344565347187,-0.00938105565382667,-0.013600028768668539
2022-05-06,-0.002,0.0,0.0,0.0007334632701512314,0.0,0.003661461754113587,0.0,-0.002,-0.0,-0.0029702737710524626,-0.00768714168246936,0.003632758433290499
2022-05-09,-0.0,-0.0,0.0,0.010887012991588466,-0.0,-0.00265840745202104,0.0,0.017690347505352658,-0.0,-0.008970829634067645,0.013901338639008637,0.0012153335782030712
2022-05-10,-0.0,-0.0,-0.0,0.00850471273048585,-0.0,0.011731448909430234,0.0,-0.0021665108369549936,0.0,-0.0046789364748828985,0.025849949789203124,-0.02172922627499315
2022-05-11,-0.0,0.0,0.0,-0.01796211413984113,-0.0,0.01758259126351531,-0.0,0.0011409351074465265,-0.0,0.004964275293136476,0.006436165639679514,0.008631989383499655
2022-05-12,-0.0,-0.0,-0.0,0.0034646121870876116,-0.0,-0.00024271245718527137,0.0,0.008515411315643928,0.0,0.004161277160250672,-0.007982794076543929,0.009258144964031649
2022-05-13,-0.0,0.0,-0.008055162127998361,0.0010125129486237778,0.0,-0.0033582267826735013,0.0,-0.005031782995017983,-0.0,-0.004915980542544578,-0.0024007965873261688,-0.008648398908132349
2022-05-16,-0.0,0.0,0.031865681900318174,0.00920068787821595,0.0,0.000714017161766136,0.0,0.005857516573621817,0.0,-0.013316194493301254,0.0062148700825669645,-0.006903569842264782
2022-05-17,0.0004980826458252314,0.0,-0.002,-0.007788898160353927,0.0,0.00953344370668776,0.0,0.010699597042414674,0.0,0.01285126310725044,0.006129605917681712,0.014479824096136781
2022-05-18,0.011270592735393326,-0.0,0.0,-0.002282156387512571,-0.0,-0.002,0.0,-0.002,-0.0,-0.006297753147974389,-0.002,-0.007689978871765986
2022-05-19,-0.005687547780800174,-0.0,0.0,-0.012321930327940711,0.0,0.0,-0.0,-0.0,0.0,0.0018221099868665751,0.0,0.0008730576107095168
2022-05-20,0.004037798726215985,-0.0,0.0,-0.004989641380122904,-0.0,0.0,-0.0,-0.0,-0.0,-0.012020468694512614,0.0,-0.014351842439145873
2022-05-23,-0.0033639273870318728,0.0,-0.0,0.006643077580556954,0.0,-0.0,-0.0,-0.0,-0.0,0.02866681016386513,0.0,0.01263766203901353
2022-05-24,-0.014581814368928168,-0.0,-0.0,0.005006171173606048,-0.0,0.0,-0.0,0.0,-0.0,-0.0050988236026129514,0.0,-0.004543823786722426
2022-05-25,0.016784742269868765,-0.0,0.0,-0.01198133710618144,-0.0,0.0,-0.0,0.0,0.0,-0.005461175438692321,-0.0032083090702423305,0.0005824483522491319
2022-05-26,0.004150301198662864,-0.0,-0.0,-0.0025465811093706714,0.0,-0.0,-0.0,0.0,0.0,-0.010886935897636257,0.0004235473027826395,0.004835799150814762
2022-05-27,0.001760710460701729,-0.0037024531161802127,0.0,0.0019310467941017033,-0.0,-0.0,-0.0,-0.0,0.0,-0.0020708372488628286,-0.003648448647002176,0.006017408792593128
2022-05-31,-0.002,0.002943924814123781,0.0,0.0030823674851953448,-0.0,0.0,0.0,0.0,0.0,0.00954755326933445,2.8919103369249438e-05,0.004366802631667464
2022-06-01,0.0,0.0014993455601280854,-0.0,-0.011486073901835894,0.0,0.0,0.0,0.0,-0.0,-0.003877540819923142,-0.005803373003676098,0.010329807781988814
2022-06-02,0.0,-0.009816998755555112,0.0,0.005621418913736163,-0.0,-0.0,-0.0,-0.0,0.0,0.0012390488356430595,0.006537477080718213,-0.0030236564429150237
2022-06-03,0.0,-0.002232958362637715,0.0,-0.008944391939917484,-0.0,-0.0,0.0,0.0,-0.0,-0.0018684758101366501,0.009520892536130136,-0.0029445830468177656
2022-06-06,-0.0,7.313939869526415e-05,0.0,0.0021087017021286744,-0.0,0.0,0.0,-0.0,-0.0,-0.011077075001687997,0.0034918041877406956,0.007849062654787234
2022-06-07,-0.0,0.004873911111198699,-0.0,0.0012149736361342367,0.0,0.0,0.0,0.0,0.0,-0.00605783322595789,-0.0035654688082198856,-0.0039009335028974673
2022-06-08,0.0,0.005117918501706748,0.0,-0.007790126503325792,-0.0,0.0,0.0,-0.0,-0.0,-0.00632240550292851,0.0024087121618638803,-0.0028291443725944262
2022-06-09,0.0,-0.0007304103755394059,0.0,-0.005808811687053654,-0.0,0.0,0.0,0.0,-0.0,-0.02145829704719989,0.003025859526190656,0.00047113136353248153
2022-06-10,0.0,-0.012624586700455236,0.0,-0.015481287610419982,-0.0,-0.0,-0.0,0.0,-0.0,-0.00187512852673994,-0.00037868898694882515,0.009370926169966508
2022-06-13,-0.0,-0.01872533887222588,0.0,0.0020132445611325336,-0.0,-0.0,-0.0,0.0,0.0,0.0022498202563179318,-0.006849810833976476,-0.002
2022-06-14,-0.0,-0.018419239336989968,-0.017588867642984993,0.011280440248157487,0.0,-0.0,0.0,-0.0,-0.0,-0.03047452510255034,0.000798550830783955,0.0
2022-06-15,-0.0,0.013525983110035332,-0.002,0.016001354085222495,0.0,-0.0,-0.0,-0.0,0.0,0.011611347159413681,-0.0014287736214827988,0.0
2022-06-16,-0.0,0.024057816074165562,-0.00794870310694924,0.007652022588737727,0.0,-0.0,-0.0,0.0,-0.0,0.009609913292917244,-0.006805913236398453,-0.0
2022-06-17,-0.0037314711128233653,-0.013659440070023846,-0.002,0.00855964041206277,-0.0,0.0,0.0,-0.0,-0.005329041566009204,0.008807026718129317,-0.015406514550576018,0.0
2022-06-21,0.003988968767709201,0.014374927904813244,0.001507226860653169,-0.002,0.0,-0.0,-0.0,-0.0,0.015965798743728065,0.0028489031510793746,-0.014646292413870197,-0.0
2022-06-22,-0.0024508210794880643,-0.008350928500901302,-0.0065445752718778045,0.0,-0.0,-0.0,0.0,0.0,-0.0038387494307683193,0.004429651250071694,0.00037979808813249716,-0.0
2022-06-23,-0.0012982748976415916,-0.011267001570663038,-0.004314287675243177,0.0,-0.0,-0.0,-0.0,-0.0,-4.879069580247114e-06,-0.009517516555678724,-0.004558758380196582,-0.0
2022-06-24,-0.0029895944768049895,-0.03387325360775274,-0.002457091201972142,-0.0,-0.0,-0.0,-0.0,-0.0,0.004294287174075713,-0.03712867468313839,0.011619783729215195,-0.0
2022-06-27,-0.01182218372603338,0.009193598955431601,0.004184347768714562,-0.0,0.0,0.0,0.0,-0.0,0.0045176894357871165,0.010867167720508497,-0.0021303874149492252,0.0
2022-06-28,-0.0064554430246694765,0.0070383634460719005,-0.003101950476579088,0.0,-0.0,-0.0,0.0,0.0,-0.00351783380704215,-0.005202339336435154,0.00072339868119768,0.0
2022-06-29,-0.002,0.0014541797070046578,0.00759885273981888,-0.0,0.0,0.0,0.0,0.0,-0.0011110543539947912,-0.00017990799855643023,0.004073129235008831,0.0
2022-06-30,-0.0029444147537790646,-0.025535571384738352,-0.006951108393755212,0.0,-0.0,-0.0,-0.0,-0.0,-0.006664499646050644,-0.021038206871804792,-0.0006875845469135767,-0.0
2022-07-01,0.012958296448472257,-0.006817968440707995,0.013994210266942282,-0.0,0.0,-0.0,-0.0,-0.0,-0.007404263405172848,0.00018587038508385313,0.009797338647808542,-0.0
2022-07-05,-0.008984795835867941,-0.008982020968768642,0.0035755655036737548,0.0,-0.0,-0.0,-0.004613981922743091,0.0,0.015687785376733262,0.010257439195260041,0.0009117555474034388,-0.0
2022-07-06,-0.013647829233693568,-0.002230037818646802,-0.015070425952657814,0.0,-0.0,-0.002607083958253284,-0.004778574595966151,0.0,-0.0029121643250867146,-0.002012865411156346,0.004984965507301291,0.016985213849640267
2022-07-07,0.007128726024306474,0.014879889819115815,0.006646627127868078,-0.0,0.0,0.0036914430136874322,0.0024146357615673214,0.0,-0.0010325416592889582,0.011081154112948868,0.0055946607923757635,0.01449183644275822
2022-07-08,-0.00035411491918536974,0.0031333913424249236,0.0014713985312780542,-0.0,0.0,-0.007653047644260195,0.004985797543258926,0.0,-0.004665034351648735,0.003921814762173056,-0.004122342708324933,0.0049546498807589
2022-07-11,-0.0053528305820716975,-0.0037396740830253922,-0.0054826649547765685,-0.0,-0.0,-0.005228901105126634,-0.0010133571322741824,0.0,0.0007082864084721734,-0.0024187984976934696,0.0010756442216552588,0.00553971513953227
2022-07-12,-0.0030222224803372636,0.006396922603233464,0.0034843315954903274,0.0,0.0,-0.002710550100091227,0.011839145139744562,-0.0,-0.013597886193802818,0.001783086670030372,0.004370035898841129,0.0015828836253842212
2022-07-13,-0.003830913532664899,-0.00014906984354604025,-0.006326509511930232,-0.0,0.0,0.00549638009714149,0.006272987429308218,-0.0,0.012519491712623036,0.01234617113453524,-0.002044768256418958,0.013000005635567108
2022-07-14,0.008370324491069524,-0.0029207559202708393,0.00027678108152832774,0.0,-0.0,-0.00514475669094086,0.00036495299549092405,0.0,-0.010919304664525616,0.009996686994642345,0.009068581598296918,0.014285876862560332
2022-07-15,-0.003945882481706444,0.05299464344942303,0.003608693638925048,0.0,0.0,-0.0008140996878640873,0.02740100545278174,-0.0,0.010885202176942815,0.049578547189466776,-0.002,-0.002
2022-07-18,0.00404226904971736,-0.002,-0.0009346290539264815,-0.0,-0.0016721050736817848,0.011519249134154624,-0.002,0.0,0.008895636065015332,-0.002,0.0,0.0
2022-07-19,0.007140622317508069,0.0,0.007562227489793141,-0.0,-0.025379593704186486,-0.008740793617816968,-0.0,-0.0,-0.003950545931781735,0.0,0.0,-0.0
2022-07-20,0.0195438562252086,0.0,0.009584275673031606,-0.0,-0.002,0.004235233564521736,0.0,-0.0,0.0024962612022454327,-0.0,-0.0,-0.0
2022-07-21,-0.002,0.0,0.0019819175096375003,-0.0,0.006000980049627732,0.0007195957724152185,-0.0,0.0,0.008502585074551726,0.0,0.0,-0.0
2022-07-22,-0.0,-0.0,0.004101280321068815,-0.0,0.014906138862186615,0.005051704642610795,-0.0,0.0,-0.0025280503495954255,-0.0,-0.0,-0.0
2022-07-25,-0.0,-0.0,-0.002,-0.017354284602553914,0.0015971627864531605,-0.0022263845124516663,-0.006078978443764283,0.0,0.0051128417821912665,-0.0,0.0,-0.0
2022-07-26,-0.0,-0.0,-0.0,-0.002,0.0027796083072082305,0.0014264605063953432,-0.01000598224524234,0.0,-0.002,-0.0,0.0,-0.0
2022-07-27,-0.0,0.0,-0.0,-0.008205311280367078,-0.003418711197245317,0.017236169068749693,0.008371481614634652,0.0,0.0,0.0,0.0,-0.0
2022-07-28,0.0,-0.0,0.0,-0.002,-0.03765943820146948,0.02140200818547387,-0.008508965185804152,0.0,0.0,-0.0,0.0,0.0
2022-07-29,-0.0,-0.0,0.0,0.0024132059391911726,0.017392932269404228,-0.002,-0.0013104969022885889,-0.0,0.0,-0.0,0.0,-0.0
2022-08-01,0.0,-0.0,0.0,0.003566081317747886,0.005516229669829765,-0.0,-0.0005564409467574353,-0.0,-0.0,0.0,-0.0,0.0
2022-08-02,0.0,-0.0,0.0,-0.009389249566290992,0.011719311734904224,0.0,0.006658638449062851,-0.0,0.0,-0.0,-0.0,-0.0
2022-08-03,0.0,0.0,-0.0,-1.050828449302224e-05,-0.002888832717054892,0.0,0.0036389639454449552,-0.0,0.0,-0.0,-0.0,-0.0
2022-08-04,0.0,-0.0,-0.0,-0.012393653775082985,-0.0044250973875246905,-0.0,-0.006205785088403536,0.0,-0.0,-0.0,-0.0,0.0
2022-08-05,-0.0,0.0,-0.0,0.001332055521684184,-0.001665261081235072,-0.0,0.004687615458411842,0.0,-0.0,0.0,0.0,-0.0
2022-08-08,-0.0,-0.0,-0.0,0.004121275545803191,-0.004724212967735035,-0.0,0.0018546871912107884,-0.0,0.0,-0.0,-0.0,0.0
2022-08-09,-0.0,0.0,0.0,-0.01074861045204797,-0.007568570245497768,0.0,0.007496577164746813,-0.0,-0.0,-0.0,0.0,-0.0
2022-08-10,0.0,0.0,0.0,-0.0005988707180107702,-0.007808428269041771,0.0,0.01581500275726601,0.0,-0.0,0.0,-0.0,0.0
2022-08-11,0.0,0.0,-0.0,0.0066718875797386265,-0.004442826242809762,-0.0,0.008041553613509844,-0.0,0.0,0.0,-0.0,0.0
