Date,AAPL,MSFT,NVDA,GOOGL,META,AMZN,TSLA,PG,KO,JPM,GS,JNJ,UNH,CAT,HON,XOM,CVX,NEE,AMT,SPY
2018-01-03,-0.00017416690287907656,0.004642756686037623,0.06373874041378241,0.016916952561664766,0.017755699088457512,0.012694394527191124,-0.01028583096269393,-0.0012142114849503836,-0.00219825154743781,0.0010189092055940393,-0.00935267751380386,0.009507231766603006,0.010435486515840484,0.0015268718980719694,-0.008296619411581739,0.019450090079452663,0.007263125838200664,-0.021441873013832376,0.003889678578823524,0.006305298645560353
2018-01-04,0.004634132578361208,0.008763025615629472,0.005257530412852749,0.0038769685322344867,-0.0018429237796454162,0.0044660253429876385,-0.008324530558681901,0.007043718706830707,0.013986621568732063,0.014223788375446184,0.013879227707640336,-7.150535491497217e-05,0.00433114589576147,0.013640454022294118,0.01342263399882766,0.001383373157754151,-0.0031176802959221764,-0.005151675502358311,-0.014718130874913547,0.004205829219428088
2018-01-05,0.011320502961266826,0.012322008783254195,0.008438416362470103,0.013173093464112275,0.01357846160882482,0.0160332935792393,0.006210416017176824,0.0006578315349348261,-0.00021713020485171933,-0.006440464928580357,-0.005113537573777256,0.008219897278522533,0.01888900570850825,0.015681738905474193,0.006965967740688849,-0.000806969122673392,-0.001640717630381676,0.004558749021733233,0.006425688077286892,0.006642089360946932
2018-01-08,-0.0037206891514325216,0.00101992691827617,0.030180640141547234,0.0035243188848268965,0.0076239986634951615,0.014321632906715799,0.060754702381703427,0.005247338468968186,-0.0015206972679263826,0.0014756519706909336,-0.014626054352480425,0.0012693029669010741,-0.01750885461435886,0.024818718107478297,-0.005413337306457017,0.004485957691246435,0.004913929725779393,0.008205429289989928,0.010618744600030506,0.0018270643137150695
2018-01-09,-0.00011465364278688423,-0.000679741438031047,-0.0002705060996154991,-0.001275213203125192,-0.0021798564026775254,0.004664812398839383,-0.008118245093933886,-0.007331645038428751,0.004987536713944891,0.005056567227424785,0.008423451064253382,0.015732889682052435,0.00497053434764914,0.0024064839366541363,0.008173675220094122,-0.004255757087987567,-0.005383067302870146,-0.007349099591995565,-0.006782911694076576,0.0022608021648049437
2018-01-10,-0.00022934672948457158,-0.004544592061505606,0.007809515219955327,-0.0023842171748719777,-0.0001597163650329443,0.001300359709972529,0.003320893638202626,-0.006390692030669298,-0.0034668394460186415,0.010943869003511662,0.0015345607714992338,-0.0011800650944383667,-0.007465097156922606,-0.003370262091583526,0.006898647558712061,-0.007983414476766386,0.006393815375853475,-0.008266267012670714,-0.024690801628935492,-0.0015310239397515605
2018-01-11,0.0056639057376866725,0.002956351964463754,0.0017868403053013587,0.0017191958300227966,-0.00037266155004270235,0.01766139781681635,0.009364661080734738,-0.0035432967382251126,-0.0006515665890723746,0.0053369532569068736,0.0031404904262860543,0.005679222392740726,0.0052934405357867404,0.019876720375918006,0.00526972288105323,0.009825852983509568,0.029937623199436304,-0.0005980034111135584,-0.019371126823576112,0.007269392760925525
2018-01-12,0.010273232637156805,0.01710954269855216,-0.004921168155092283,0.016587290427331917,-0.0457670994683988,0.02209336587396363,-0.005132257768969449,-0.006007897416489248,0.0023864352898571644,0.01637569324905655,0.007419934115188395,0.006677025665625936,0.014316700397485407,0.006480298732659082,0.007255902002664558,0.006764483823345453,0.0077393881134064455,-0.0011967066390533786,-0.01470320639571954,0.00649802525425966
2018-01-16,-0.005094829771429809,-0.01404897186449509,-0.012954531086446074,4.4358267857810264e-05,-0.005478443523855124,-0.0002606211461983206,0.01135638767539583,0.006783879602256913,0.008200089796249034,-0.003556458384742138,0.005547738071596677,0.007518351404256319,0.018460348093265466,-0.005830128388486261,-0.007445935302195432,-0.006304197195734382,-0.011972647623601874,0.001462384820906859,0.01958171189982263,-0.0034243291941003424
2018-01-17,0.01638110360405298,0.020057774147926415,0.0207276759479935,0.00740156936560833,-0.004438479854777194,-0.0075850021734760985,0.02066361394773987,0.010803806881959106,0.00621331969806279,0.0063926644049095895,-0.018785648236631845,0.0008167781947091666,0.023466691656436497,-0.0047954191246929725,0.003288071808226904,0.011773766749408962,0.0026478659562479486,0.008862234625896326,0.007418735813348248,0.009486459937261302
2018-01-18,0.0008929991340419534,-0.0004438501298667149,-0.0012470613656957112,-0.002751616779978451,0.012311414575204734,-0.001298133852806076,-0.007488501129632502,-0.003652728013416917,0.0012808100643439554,0.002386836700884852,-0.010621754661525769,-0.0004080772462725064,0.019643819232114695,0.0019564700171033397,-0.003984640706426543,-0.006498808966413018,-0.005834488515015799,-0.007268900240113659,-0.010668588600890696,-0.0016817189748538663
2018-01-19,-0.004472900213179465,-0.0011103494078426742,0.02494906881795979,0.006606811512783615,0.008252640285310833,0.0009736994050156305,0.015693090065018588,0.009821062030196347,0.005954960805242041,-0.002209919753392,0.020312524654573973,0.002990181654387037,0.0007810405910554832,0.013945769224023082,0.00575077493456932,-0.003207365849956073,-0.0022059797861317698,-0.004120349974068661,0.017814951370028198,0.0045395020117065315
2018-01-22,-0.008214523434869453,0.017730776859939814,0.015438039950563373,0.017906063928123907,0.02225604498699308,0.024968098162378945,0.004390024536005943,0.008963655262817874,0.00465402782497656,0.011612691808749756,0.02086496518137214,0.0052796017045330604,0.0008628106243230772,0.002812632329905875,-0.000945723818310389,0.012542850989226457,0.009550591972103293,-0.0009330682688740949,0.011702903425604878,0.008097627050519265
2018-01-23,0.00022565151213174963,0.0031608689626194076,0.022091749065631855,0.010263529280712325,0.02124329816294071,0.026196229930158944,0.00349261668007839,-0.031394224057063456,0.0014762301144683311,-0.0010502051043554468,-0.00548356004885264,-0.04352896559121582,0.00675159352943706,-0.008580096828306766,0.0066011100465176425,0.0005665966501960935,-0.011685454608638506,0.017837780735179134,0.013978460388642115,0.0021203682185918626
2018-01-24,-0.01605668409154734,-0.0008712474168639689,-0.01310330708793053,-0.0041575724966753744,-0.01489777224412705,-0.003698397360036897,-0.01975213430064165,-0.008344660328352089,0.007976324370924198,0.012702684408104629,0.021265159491010488,0.0016906836100020247,-0.0014690973187428407,-0.006454515430247935,0.0023783825354987496,0.002601291991773118,0.0028199094441340284,-0.012320350751069593,0.003957783305729192,-0.00038873242046874384
2018-01-25,-0.018012187826201384,0.0055389226907915255,0.0023306012471843197,0.009220625725300045,0.0049727159541768946,0.014944682738458965,-0.02414061666578032,0.000339650447150427,0.0002093474250752378,0.0002591337124249159,0.012530630864085433,0.016267223214741368,0.0013464995138739513,0.00610011484652484,0.01162140925333616,-0.0018090467638953223,-0.005648043127507478,0.014740415190710789,0.008429537490407715,0.00042361362884538195
2018-01-26,0.0023350597617610345,0.018563678074075947,0.02910446594388044,0.004574447139996105,0.01335207816787831,0.017338590199733116,0.015312820217281293,-0.006929003234158942,0.014320040592795045,0.005344441172519871,-0.0033141103825464245,0.0064199307643585495,0.013329842600814545,-0.013732728618590092,0.019277319187217267,0.007103472326016162,0.004124710444701437,0.029604771874325454,0.01506493139039251,0.011511823769761365
2018-01-29,-0.020915927256682114,-0.0014893792833537399,0.014361940070376111,-0.0009098584955358328,-0.021384980837085708,0.0110863061970509,0.019296367584641105,-0.00996648865854656,-0.01725076758788947,-0.0010323109794454235,0.01605609175504874,-0.011418262868203294,-0.004275566404658732,-0.027182587659361514,-0.021565662465394167,-0.011185549890784527,-0.020873394830659326,-0.012828819196471735,-0.005527519336417565,-0.006652299240638264
2018-01-30,-0.005911676267933909,-0.012643538379249527,-0.016872088387975596,-0.0077077515055766176,0.0061109550651276,0.014106290909006738,-0.01067099478570611,0.001035492494756945,-0.006098341948841836,-0.009424577230824576,-0.013076900323138187,-0.00873824683094565,-0.0444645709089575,0.007231102176510357,-0.015604129262684282,-0.014074501005373321,-0.02562098382629255,-0.0037322974190652984,0.005665410165105344,-0.010309972637790016
2018-01-31,0.002751401155232882,0.024182549908632542,0.012609370556584896,0.004110770646838959,-0.0012299208121666339,0.009049130891396598,0.024253827172148544,-0.007040054974224673,0.003789749875183089,0.004853313325325372,-0.003911917939225577,-0.03022102322583732,0.0005494519425381999,-0.006001933957206308,0.004394001828237771,0.005974312836097985,0.0009576829028332825,0.021179623712802534,0.017415368233702107,0.0004971495814587353
2018-02-01,0.002088038723282365,-0.007925510971532598,-0.0217977034512732,-0.0005329826669247238,0.03263599887076271,-0.04287344522925761,-0.014384252958894271,-0.005691221972190492,-0.002946352727246317,0.01032083429464259,0.016070887696720704,0.013155610739834518,-0.006610386551030769,-0.003322607854362366,-0.0001254008130614316,0.020072190179320364,0.0017534456846669503,-0.013216420902879668,-0.004342525821902304,-0.0011361423802193295
2018-02-02,-0.04435946829641078,-0.026662358799106268,-0.029452449217545962,-0.0542469240522841,-0.014659711661898455,0.028335697336222956,-0.015873271824704757,-0.01881333768984856,-0.015290008673368188,-0.022410723298871855,-0.045811906039794736,-0.016853023435815025,-0.01430141774586615,-0.029714866444615427,-0.018969640887815435,-0.05231610019093153,-0.057275400179904366,-0.0026900765124379038,-0.012590341945740754,-0.022010722732497896
2018-02-05,-0.025301857036028816,-0.04205767418595481,-0.08869445207030105,-0.05209290218001834,-0.048564134642160806,-0.028335697336222907,-0.031381851268344675,-0.03859846376402566,-0.040171262946161794,-0.049139904123767716,-0.04294065261989595,-0.054402329902988426,-0.052501331681850734,-0.04155261736332251,-0.042246310365024284,-0.05858580461382867,-0.051568738303503114,-0.010509149051890118,-0.022141497415823972,-0.04272208423889561
2018-02-06,0.04094199250448636,0.03714259195350543,0.05410178013383214,0.020533297936903113,0.02209762369510754,0.037309622701425335,0.0025183533063415963,0.016152634055669517,-0.00491325767006424,0.029968806092289742,0.03777437318218043,0.010983569180493754,0.02318163855622246,0.03467139455099978,0.008157519989757049,-0.017334565867224032,0.03969212433685254,-0.031136513603488312,-0.013252871569378431,0.019510730385711286
2018-02-07,-0.021639585441547374,-0.01901247310484948,0.01417303274064413,-0.027125118139891137,-0.028073671750311616,-0.018226722717437444,0.032493210526077794,-0.006576255509780393,-0.0024656005277153177,0.006756485982303427,-0.00620379225110057,-0.0031149571533781507,0.0028381666805464088,-0.013322917780908173,-0.001388350316016922,-0.018160037244645842,-0.01626066244476518,-0.0098772037907428,-0.001213330443010353,-0.005439491866912966
2018-02-08,-0.027901982605737872,-0.05269810294800631,-0.05055756270599391,-0.04624885436495499,-0.04890670912994057,-0.047911730278811245,-0.09024189341458241,-0.01999324045667784,-0.03331345752983826,-0.04521744033541494,-0.042711962028392114,-0.039263479151010694,-0.04233250095048538,-0.055619758626275016,-0.034793476471534135,-0.011371788857707527,-0.026276799126515937,-0.019088408604381414,-0.047016737670372274,-0.03823070421754738
2018-02-09,0.012156702804385685,0.036611384930006555,0.0647913633613483,0.037550979914667756,0.026059214703115268,-0.008103804791418619,-0.015376248848248276,-0.00374703216051874,0.0006958825592699207,0.019824615864039132,0.011903826292418018,0.024777548604197033,0.020575925644091202,0.02181696367265257,0.012792752445238092,0.006353549405925044,0.01062888502635944,0.01915599482762619,0.018396737759140195,0.01490980572394095
2018-02-12,0.039488881045394546,0.01071571308685232,-0.017604883403517863,0.007892160708057646,0.001701969165619186,0.034216728035250644,0.016961202165830976,0.01748860316339688,0.01928898533930939,0.015330572609820112,0.015364745437088722,0.0056967178810909454,0.021180835577792836,0.020431550958898485,0.010559331702372488,0.008410427503366503,0.004220121956621678,0.01274733155371635,0.0013223024624925382,0.014578001642158821
2018-02-13,0.009967977795109079,0.00782320396378697,0.019972216817472795,-0.000398284165874526,-0.018652576107572143,0.02019536975735599,0.024806110575996826,0.0020883896179514573,0.004990833684310614,0.006155949267890901,0.009318061295268184,-0.0023823636398436435,0.004200147997913632,0.010971034226819327,-0.006510717456538128,-0.001571450843707693,-0.006071752209606965,0.007108126405235966,0.0005868467533875194,0.002483928428276114
2018-02-14,0.01826933061902527,0.015536607373700351,0.037088899202418986,0.01745345769495003,0.03612845563421794,0.02550419300925882,-0.004179773833776486,-0.01011206340340235,-0.0020387152955826005,0.022862304083182874,0.02721595696710033,-0.0022339868734529414,0.009398069993946481,0.026217217656710885,0.012580314076594117,0.002094815081626153,0.002996243848613845,-0.00657482037625705,-0.0061077594406728835,0.013406021086098762
